Latitude,Longitude
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
35.547571,45.37328
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
36.408779,44.320393
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.804569,43.452301
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
34.346303,45.382461
36.2704,43.635861
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
36.2704,43.635861
34.346303,45.382461
36.653559,43.396967
36.3481856,43.625983
36.653559,43.396967
36.3481856,43.625983
36.653559,43.396967
36.3481856,43.625983
36.653559,43.396967
36.653559,43.396967
36.3481856,43.625983
36.653559,43.396967
36.3481856,43.625983
36.653559,43.396967
36.2704,43.635861
36.271334,43.672843
36.271334,43.672843
36.3481856,43.625983
36.2704,43.635861
36.271334,43.672843
36.3481856,43.625983
36.2704,43.635861
36.271334,43.672843
36.3481856,43.625983
36.2704,43.635861
36.3481856,43.625983
36.2704,43.635861
36.271334,43.672843
36.271334,43.672843
36.3481856,43.625983
36.2704,43.635861
36.2704,43.635861
36.271334,43.672843
36.22,43.99
36.22,43.99
36.22,43.99
36.22,43.99
36.22,43.99
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.871785,42.911654
36.3481856,43.625983
35.458758,44.333954
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
36.2704,43.635861
34.3025,45.4769
36.2704,43.635861
36.2704,43.635861
34.3025,45.4769
36.2704,43.635861
34.3025,45.4769
36.2704,43.635861
36.271334,43.672843
36.271334,43.672843
34.3025,45.4769
34.273017,43.711121
32.499805,45.956444
36.271334,43.672843
34.273017,43.711121
32.499805,45.956444
34.273017,43.711121
32.499805,45.956444
34.273017,43.711121
32.499805,45.956444
36.271334,43.672843
34.3025,45.4769
34.273017,43.711121
32.499805,45.956444
34.273017,43.711121
32.499805,45.956444
34.3025,45.4769
34.273017,43.711121
32.499805,45.956444
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
36.2704,43.635861
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
32.601905,44.021058
32.601905,44.021058
32.601905,44.021058
32.601905,44.021058
32.601905,44.021058
32.601905,44.021058
32.601905,44.021058
36.653559,43.396967
36.871785,42.911654
36.653559,43.396967
36.871785,42.911654
33.316277,44.386461
36.653559,43.396967
36.871785,42.911654
33.316277,44.386461
36.653559,43.396967
36.871785,42.911654
33.316277,44.386461
33.316277,44.386461
36.653559,43.396967
36.871785,42.911654
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
36.653559,43.396967
36.871785,42.911654
36.653559,43.396967
36.178914,43.400073
36.653559,43.396967
36.178914,43.400073
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
36.653559,43.396967
36.178914,43.400073
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
36.653559,43.396967
36.178914,43.400073
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
36.653559,43.396967
36.178914,43.400073
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
36.178914,43.400073
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
33.316277,44.386461
31.137146,43.897129
32.674548,44.525092
36.653559,43.396967
36.178914,43.400073
36.2704,43.635861
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
36.2704,43.635861
36.178914,43.400073
34.346303,45.382461
36.178914,43.400073
33.316277,44.386461
34.346303,45.382461
36.178914,43.400073
33.316277,44.386461
34.346303,45.382461
36.178914,43.400073
33.316277,44.386461
34.346303,45.382461
33.316277,44.386461
34.346303,45.382461
36.178914,43.400073
33.316277,44.386461
34.346303,45.382461
36.178914,43.400073
33.316277,44.386461
34.346303,45.382461
33.316277,44.386461
36.178914,43.400073
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.653559,43.396967
36.79009,42.797778
36.653559,43.396967
36.79009,42.797778
36.653559,43.396967
36.79009,42.797778
36.653559,43.396967
36.79009,42.797778
36.653559,43.396967
36.79009,42.797778
36.653559,43.396967
36.79009,42.797778
33.316277,44.386461
36.408779,44.320393
36.22,43.99
36.408779,44.320393
36.22,43.99
33.316277,44.386461
36.408779,44.320393
36.22,43.99
33.316277,44.386461
36.408779,44.320393
36.22,43.99
33.316277,44.386461
36.408779,44.320393
36.22,43.99
33.316277,44.386461
36.22,43.99
36.61,44.4
36.22,43.99
36.61,44.4
36.22,43.99
36.61,44.4
36.22,43.99
36.61,44.4
36.22,43.99
36.61,44.4
36.22,43.99
36.61,44.4
34.305258,45.347681
35.547571,45.37328
36.871785,42.911654
36.31,44.03
37.209,42.85
35.547571,45.37328
36.871785,42.911654
36.31,44.03
37.209,42.85
35.547571,45.37328
36.871785,42.911654
37.209,42.85
35.547571,45.37328
36.871785,42.911654
36.31,44.03
37.209,42.85
35.547571,45.37328
36.871785,42.911654
36.31,44.03
37.209,42.85
36.22,43.99
36.653559,43.396967
36.857227,42.998171
31.137146,43.897129
36.653559,43.396967
36.857227,42.998171
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
36.653559,43.396967
36.857227,42.998171
31.137146,43.897129
36.653559,43.396967
36.857227,42.998171
31.137146,43.897129
36.871785,42.911654
37.090531,43.486902
33.316277,44.386461
35.547571,45.37328
37.090531,43.486902
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
37.090531,43.486902
33.316277,44.386461
35.547571,45.37328
37.090531,43.486902
33.316277,44.386461
35.547571,45.37328
37.090531,43.486902
33.316277,44.386461
35.547571,45.37328
36.22,43.99
34.305258,45.347681
36.857227,42.998171
31.137146,43.897129
36.857227,42.998171
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
36.857227,42.998171
31.137146,43.897129
36.857227,42.998171
31.137146,43.897129
36.857227,42.998171
36.79009,42.797778
36.857227,42.998171
36.871785,42.911654
37.209,42.85
36.871785,42.911654
36.936788,42.693129
36.871785,42.911654
36.936788,42.693129
36.653559,43.396967
36.871785,42.911654
36.936788,42.693129
36.871785,42.911654
36.936788,42.693129
36.871785,42.911654
36.936788,42.693129
33.316277,44.386461
31.137146,43.897129
31.042086,46.272783
33.316277,44.386461
31.137146,43.897129
31.042086,46.272783
33.316277,44.386461
31.137146,43.897129
31.042086,46.272783
35.547571,45.37328
33.316277,44.386461
31.137146,43.897129
31.042086,46.272783
33.316277,44.386461
31.137146,43.897129
31.042086,46.272783
36.653559,43.396967
34.305258,45.347681
36.4404,43.3512
36.4404,43.3512
36.4404,43.3512
36.4404,43.3512
36.4404,43.3512
36.871785,42.911654
36.4404,43.3512
36.906597,43.142645
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.871785,42.911654
36.4404,43.3512
36.906597,43.142645
36.871785,42.911654
36.906597,43.142645
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.871785,42.911654
36.906597,43.142645
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.871785,42.911654
36.4404,43.3512
36.906597,43.142645
36.871785,42.911654
36.4404,43.3512
36.906597,43.142645
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.871785,42.911654
36.4404,43.3512
36.906597,43.142645
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.871785,42.911654
36.906597,43.142645
35.999934,44.031937
36.4404,43.3512
36.752909,43.88948
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
35.999934,44.031937
36.4404,43.3512
36.752909,43.88948
36.752909,43.88948
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
35.999934,44.031937
36.4404,43.3512
36.752909,43.88948
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.752909,43.88948
35.999934,44.031937
36.4404,43.3512
36.752909,43.88948
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
35.999934,44.031937
36.4404,43.3512
36.752909,43.88948
33.316277,44.386461
31.137146,43.897129
32.499805,45.956444
36.752909,43.88948
36.871785,42.911654
36.609343,44.403327
33.316277,44.386461
31.137146,43.897129
36.871785,42.911654
33.316277,44.386461
31.137146,43.897129
36.871785,42.911654
36.609343,44.403327
33.316277,44.386461
31.137146,43.897129
36.871785,42.911654
36.871785,42.911654
36.609343,44.403327
33.316277,44.386461
31.137146,43.897129
36.609343,44.403327
33.316277,44.386461
31.137146,43.897129
34.346303,45.382461
37.209,42.85
36.4404,43.3512
33.316277,44.386461
30.477571,47.83025
31.137146,43.897129
31.829386,47.154807
34.346303,45.382461
37.209,42.85
33.316277,44.386461
30.477571,47.83025
31.137146,43.897129
31.829386,47.154807
34.346303,45.382461
37.209,42.85
36.4404,43.3512
33.316277,44.386461
30.477571,47.83025
31.137146,43.897129
31.829386,47.154807
37.209,42.85
34.346303,45.382461
37.209,42.85
36.4404,43.3512
33.316277,44.386461
30.477571,47.83025
31.137146,43.897129
31.829386,47.154807
34.346303,45.382461
37.209,42.85
36.4404,43.3512
33.316277,44.386461
30.477571,47.83025
31.137146,43.897129
31.829386,47.154807
36.408779,44.320393
37.03,43.79
36.637146,44.888506
33.316277,44.386461
36.408779,44.320393
37.209,42.85
36.4404,43.3512
36.609343,44.403327
36.637146,44.888506
33.316277,44.386461
36.408779,44.320393
37.03,43.79
36.637146,44.888506
33.316277,44.386461
37.03,43.79
36.408779,44.320393
37.03,43.79
36.637146,44.888506
33.316277,44.386461
36.408779,44.320393
36.637146,44.888506
33.316277,44.386461
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
33.316277,44.386461
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
33.316277,44.386461
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
33.316277,44.386461
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
33.316277,44.386461
36.871785,42.911654
36.857227,42.998171
34.160253,45.362527
37.093478,43.255929
33.316277,44.386461
36.857227,42.998171
36.4404,43.3512
33.316277,44.386461
36.857227,42.998171
36.4404,43.3512
36.857227,42.998171
33.316277,44.386461
36.857227,42.998171
36.4404,43.3512
33.316277,44.386461
36.857227,42.998171
36.857227,42.998171
36.4404,43.3512
33.316277,44.386461
36.857227,42.998171
36.4404,43.3512
33.316277,44.386461
36.857227,42.998171
34.273017,43.711121
36.857227,42.998171
36.857227,42.998171
34.273017,43.711121
36.857227,42.998171
34.273017,43.711121
36.857227,42.998171
36.857227,42.998171
34.273017,43.711121
36.871785,42.911654
36.857227,42.998171
34.273017,43.711121
35.458758,44.333954
36.857227,42.998171
36.4404,43.3512
36.08526,44.636035
36.212007,44.15074
34.273017,43.711121
35.458758,44.333954
36.857227,42.998171
36.4404,43.3512
36.08526,44.636035
36.212007,44.15074
35.458758,44.333954
36.857227,42.998171
34.273017,43.711121
35.458758,44.333954
36.857227,42.998171
36.4404,43.3512
36.08526,44.636035
36.212007,44.15074
34.273017,43.711121
35.458758,44.333954
36.857227,42.998171
35.458758,44.333954
36.857227,42.998171
36.4404,43.3512
36.08526,44.636035
36.212007,44.15074
34.273017,43.711121
35.458758,44.333954
36.857227,42.998171
36.4404,43.3512
36.08526,44.636035
36.212007,44.15074
34.273017,43.711121
36.08526,44.636035
36.08526,44.636035
36.08526,44.636035
36.08526,44.636035
36.08526,44.636035
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
35.547571,45.37328
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.892641,45.026598
33.892641,45.026598
33.892641,45.026598
33.892641,45.026598
33.892641,45.026598
33.892641,45.026598
33.892641,45.026598
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
32.946913,41.491147
32.946913,41.491147
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
30.477571,47.83025
30.477571,47.83025
30.477571,47.83025
30.477571,47.83025
30.477571,47.83025
30.477571,47.83025
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
32.946913,41.491147
34.273017,43.711121
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
35.458758,44.333954
36.350133,43.146486
36.350133,43.146486
36.350133,43.146486
36.350133,43.146486
36.350133,43.146486
36.350133,43.146486
36.350133,43.146486
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
30.477571,47.83025
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
33.316277,44.386461
30.477571,47.83025
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
31.137146,43.897129
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
32.499805,45.956444
32.499805,45.956444
32.499805,45.956444
32.499805,45.956444
32.499805,45.956444
32.499805,45.956444
32.499805,45.956444
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
34.346303,45.382461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
34.346303,45.382461
33.316277,44.386461
31.137146,43.897129
32.601905,44.021058
34.346303,45.382461
33.316277,44.386461
31.137146,43.897129
32.601905,44.021058
34.346303,45.382461
33.316277,44.386461
31.137146,43.897129
32.601905,44.021058
34.346303,45.382461
33.316277,44.386461
31.137146,43.897129
32.601905,44.021058
34.346303,45.382461
33.316277,44.386461
31.137146,43.897129
32.601905,44.021058
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
33.316277,44.386461
36.31,44.03
36.31,44.03
36.61,44.4
37.209,42.85
36.31,44.03
36.61,44.4
37.209,42.85
37.209,42.85
36.31,44.03
36.61,44.4
37.209,42.85
37.209,42.85
36.31,44.03
36.61,44.4
37.209,42.85
36.61,44.4
37.209,42.85
36.871785,42.911654
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.841696,43.019719
36.871785,42.911654
35.547571,45.37328
36.22,43.99
36.61,44.4
36.841696,43.019719
36.611221,44.524026
36.22,43.99
36.61,44.4
36.841696,43.019719
36.611221,44.524026
36.22,43.99
36.61,44.4
36.841696,43.019719
36.611221,44.524026
36.841696,43.019719
36.22,43.99
36.61,44.4
36.841696,43.019719
36.611221,44.524026
36.841696,43.019719
36.22,43.99
36.61,44.4
36.841696,43.019719
36.611221,44.524026
35.547571,45.37328
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.424194,45.584024
35.999934,44.031937
36.653559,43.396967
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
36.653559,43.396967
35.999934,44.031937
36.653559,43.396967
35.999934,44.031937
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36,43
36,43
36,43
36,43
36,43
36,43
36,43
36,43
36,43
35.424194,45.584024
35.424194,45.584024
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
36.31,44.03
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.3481856,43.625983
36.3481856,43.625983
36.3481856,43.625983
36.871785,42.911654
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36.871785,42.911654
36,43
36,43
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
35.424194,45.584024
36.871785,42.911654
36.871785,42.911654
35.424194,45.584024
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.49575,44.34685
36.3481856,43.625983
36.3481856,43.625983
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
35.999934,44.031937
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.871785,42.911654
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.465401,43.888397
36.31,44.03
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
35.547571,45.37328
